State,District,Year,Crop,Annual_Rainfall_mm,Avg_Market_Price,ΣΚ (mg/kg),ΣΝ (mg/kg),ΣΡ (mg/kg),ΣΡΗ,Soil_Type,Yield_Ton_per_Ha,Profitability_Score
Nagaland,District A,2015,Cotton,1343.3,4926.78,446.47,200.76,166.86,6.44,Silty,7.03,81.21
Nagaland,District A,2016,Wheat,1367.3,1776.69,288.18,82.64,148.67,7.54,Clay,6.85,94.09
Nagaland,District A,2016,Rice,1570.1,5083.36,461.84,218.76,72.23,8.11,Loamy,7.29,88.68
Nagaland,District A,2016,Maize,846.2,4677.56,257.48,79.69,157.42,6.0,Sandy,3.23,88.24
Nagaland,District A,2016,Sugarcane,1041.3,4292.49,366.39,245.46,52.9,6.41,Loamy,4.28,98.29
Nagaland,District A,2016,Cotton,1752.4,3658.59,451.71,136.91,161.45,6.17,Clay,2.75,71.48
Nagaland,District A,2017,Wheat,1437.7,5091.69,127.4,102.53,47.8,6.07,Sandy,6.89,76.07
Nagaland,District A,2017,Rice,767.3,4141.97,476.46,202.7,130.04,7.71,Silty,7.3,91.62
Nagaland,District A,2017,Maize,516.3,5415.51,187.45,163.98,173.42,7.97,Sandy,6.89,28.02
Nagaland,District A,2017,Sugarcane,1695.9,3422.1,148.16,298.35,96.62,7.12,Sandy,8.33,74.52
Nagaland,District A,2017,Cotton,530.7,4336.07,274.63,164.16,167.31,7.14,Peaty,7.42,55.28
Nagaland,District A,2018,Wheat,1631.8,1672.57,110.83,70.84,98.76,6.21,Silty,5.88,66.24
Nagaland,District A,2018,Rice,918.2,2948.09,234.18,224.68,105.27,7.05,Clay,3.11,76.02
Nagaland,District A,2018,Maize,987.9,3482.17,209.74,155.91,142.28,5.83,Silty,9.81,49.7
Nagaland,District A,2018,Sugarcane,1994.1,3704.04,187.9,176.86,27.13,8.21,Clay,9.72,22.34
Nagaland,District A,2018,Cotton,830.6,3569.36,230.9,296.0,33.77,6.42,Peaty,8.45,99.85
Nagaland,District A,2019,Wheat,1382.5,2420.45,301.47,227.78,159.38,5.5,Sandy,4.58,87.07
Nagaland,District A,2019,Rice,1189.7,2846.64,351.73,223.03,91.72,5.58,Clay,6.33,18.37
Nagaland,District A,2019,Maize,843.4,2730.0,115.32,94.31,137.09,7.0,Silty,4.21,39.93
Nagaland,District A,2019,Sugarcane,1618.9,2103.37,225.61,79.64,101.88,7.16,Peaty,5.7,51.04
Nagaland,District A,2019,Cotton,1041.7,4728.96,339.85,177.07,196.91,8.32,Sandy,5.25,51.68
Nagaland,District A,2020,Wheat,1782.0,4795.57,131.72,102.29,76.14,5.85,Peaty,3.01,24.71
Nagaland,District A,2020,Rice,1459.5,1842.22,329.01,254.82,157.97,5.95,Clay,7.93,0.53
Nagaland,District A,2020,Maize,1606.1,4818.4,298.73,61.5,124.38,7.8,Peaty,3.51,67.48
Nagaland,District A,2020,Sugarcane,1667.8,5432.81,162.13,255.71,65.86,6.78,Loamy,5.09,19.71
Nagaland,District A,2020,Cotton,739.8,3628.43,405.07,299.3,161.73,8.13,Peaty,9.06,7.63
Nagaland,District A,2021,Wheat,1894.9,3283.83,468.65,68.93,148.74,7.71,Clay,6.28,52.95
Nagaland,District A,2021,Rice,675.5,2483.05,420.03,175.59,147.09,7.21,Sandy,3.21,25.51
Nagaland,District A,2021,Maize,642.3,3248.09,335.09,194.54,117.82,6.52,Loamy,1.14,78.7
Nagaland,District A,2021,Sugarcane,967.2,4149.77,115.69,228.87,115.29,7.67,Silty,7.65,2.76
Nagaland,District A,2021,Cotton,1332.1,2262.7,100.4,267.3,140.88,5.8,Loamy,4.76,33.73
Nagaland,District A,2022,Wheat,602.8,3373.29,162.42,113.58,180.54,8.41,Silty,8.65,79.77
Nagaland,District A,2022,Rice,1980.2,4637.15,400.42,295.7,21.26,7.4,Clay,9.26,88.38
Nagaland,District A,2022,Maize,1762.9,5756.06,314.95,51.73,21.99,7.13,Peaty,9.66,83.39
Nagaland,District A,2022,Sugarcane,663.2,1604.34,299.59,243.96,76.5,7.6,Loamy,7.85,70.8
Nagaland,District A,2022,Cotton,992.8,1961.47,205.94,82.76,73.05,6.29,Silty,9.59,68.57
Nagaland,District A,2023,Wheat,1890.0,5028.6,391.15,153.52,78.46,8.04,Clay,5.07,0.91
Nagaland,District A,2023,Rice,1688.8,2782.81,103.96,251.25,113.13,7.56,Clay,6.57,93.42
Nagaland,District A,2023,Maize,746.9,3943.61,123.26,139.73,46.66,6.06,Clay,5.26,46.5
Nagaland,District A,2023,Sugarcane,1480.2,3619.8,157.39,176.95,183.22,5.98,Peaty,8.11,29.54
Nagaland,District A,2023,Cotton,1178.7,3910.34,496.88,74.8,119.95,7.09,Sandy,8.03,39.74
Nagaland,District A,2024,Wheat,1075.9,4460.08,137.36,233.91,27.72,6.07,Loamy,2.46,20.57
Nagaland,District A,2024,Rice,1239.2,2570.05,138.69,250.35,117.17,5.97,Loamy,4.72,55.83
Nagaland,District A,2024,Maize,1570.8,1635.64,216.2,202.13,84.33,7.83,Peaty,5.64,55.87
Nagaland,District A,2024,Sugarcane,635.4,2780.18,205.11,96.56,76.81,5.61,Clay,5.92,76.36
Nagaland,District A,2024,Cotton,1363.2,5218.31,151.03,158.9,129.69,7.53,Silty,2.99,41.56
Nagaland,District B,2015,Wheat,1016.6,1551.41,225.31,171.52,127.97,8.3,Clay,2.37,86.94
Nagaland,District B,2015,Rice,1912.8,3695.79,146.09,171.35,39.7,8.15,Loamy,3.17,88.67
Nagaland,District B,2015,Maize,1456.9,5789.69,492.19,50.82,41.64,7.14,Peaty,2.02,65.93
Nagaland,District B,2015,Sugarcane,1888.4,5861.61,194.37,252.31,83.64,8.2,Peaty,7.53,85.81
Nagaland,District B,2015,Cotton,954.4,2494.13,368.08,278.68,82.67,6.32,Peaty,9.44,42.77
Nagaland,District B,2016,Wheat,1585.4,5232.57,459.55,67.03,74.37,6.46,Silty,5.6,27.15
Nagaland,District B,2016,Rice,1740.7,2341.71,244.26,188.88,176.1,6.76,Loamy,6.22,31.67
Nagaland,District B,2016,Maize,1563.8,2619.13,429.28,118.09,198.69,6.45,Silty,4.58,24.61
Nagaland,District B,2016,Sugarcane,839.2,5325.86,223.5,134.64,55.46,8.38,Sandy,3.23,94.39
Nagaland,District B,2016,Cotton,1851.3,2620.1,445.89,112.46,35.2,7.96,Clay,9.66,58.97
Nagaland,District B,2017,Wheat,1681.1,1704.2,142.61,253.63,132.24,6.07,Loamy,7.12,8.36
Nagaland,District B,2017,Rice,1377.9,2711.35,470.34,122.44,91.72,8.02,Loamy,7.39,76.33
Nagaland,District B,2017,Maize,1594.6,5190.65,461.49,74.61,38.86,7.89,Clay,1.53,40.12
Nagaland,District B,2017,Sugarcane,1729.8,2069.54,368.74,50.9,39.75,6.55,Peaty,2.93,91.48
Nagaland,District B,2017,Cotton,1646.0,2010.21,184.88,205.34,95.5,7.01,Clay,7.62,9.47
Nagaland,District B,2018,Wheat,945.0,5669.8,271.65,284.72,198.45,7.08,Sandy,6.02,60.17
Nagaland,District B,2018,Rice,1952.3,5346.24,182.34,243.5,21.49,5.89,Clay,2.13,27.7
Nagaland,District B,2018,Maize,831.9,3209.35,405.38,228.43,139.25,5.52,Silty,6.15,70.84
Nagaland,District B,2018,Sugarcane,1657.5,4825.56,132.76,127.57,81.82,6.61,Peaty,9.01,96.56
Nagaland,District B,2018,Cotton,803.5,4670.88,436.78,184.96,78.2,6.94,Peaty,8.7,82.36
Nagaland,District B,2019,Wheat,1840.1,1717.24,174.45,124.04,44.52,6.96,Clay,6.1,21.7
Nagaland,District B,2019,Rice,684.2,3832.02,319.07,133.6,133.47,5.71,Peaty,8.86,12.2
Nagaland,District B,2019,Maize,1973.8,1555.76,454.45,138.42,43.88,5.97,Clay,5.5,72.57
Nagaland,District B,2019,Sugarcane,1257.8,4168.07,404.29,201.83,130.81,7.87,Peaty,1.85,28.21
Nagaland,District B,2019,Cotton,1449.0,2482.72,359.01,280.76,20.89,7.86,Peaty,1.17,46.45
Nagaland,District B,2020,Wheat,1852.0,2509.41,112.61,158.35,146.8,6.86,Loamy,2.52,83.8
Nagaland,District B,2020,Rice,1814.6,3932.61,197.69,74.03,176.34,5.79,Peaty,7.5,35.91
Nagaland,District B,2020,Maize,683.5,2475.75,445.93,264.33,191.28,5.73,Silty,8.16,47.92
Nagaland,District B,2020,Sugarcane,1304.5,3956.24,214.72,112.53,20.86,6.69,Clay,1.83,32.15
Nagaland,District B,2020,Cotton,1442.3,5525.15,435.84,113.17,44.13,6.08,Clay,4.03,25.74
Nagaland,District B,2021,Wheat,1589.1,4680.6,474.85,101.33,146.95,5.7,Silty,2.07,65.31
Nagaland,District B,2021,Rice,1402.2,1719.75,227.85,148.76,64.65,5.62,Peaty,4.86,70.29
Nagaland,District B,2021,Maize,1777.2,3783.14,292.35,135.07,51.88,8.32,Silty,7.37,6.99
Nagaland,District B,2021,Sugarcane,1893.2,3050.44,309.6,84.62,190.2,7.52,Sandy,7.95,27.16
Nagaland,District B,2021,Cotton,1611.1,5003.15,432.48,128.22,142.69,6.41,Loamy,5.17,59.75
Nagaland,District B,2022,Wheat,1123.8,2228.92,171.21,69.39,131.25,8.05,Clay,1.6,45.75
Nagaland,District B,2022,Rice,1606.6,2209.68,208.66,108.0,91.83,6.17,Loamy,7.56,61.1
Nagaland,District B,2022,Maize,621.8,4369.86,290.83,283.64,72.07,7.68,Sandy,2.99,90.32
Nagaland,District B,2022,Sugarcane,1236.8,4554.98,158.34,114.45,125.5,6.46,Loamy,3.23,79.82
Nagaland,District B,2022,Cotton,698.8,5973.75,230.84,280.49,54.21,6.06,Sandy,1.46,80.1
Nagaland,District B,2023,Wheat,1159.4,4646.38,169.85,210.59,126.93,7.77,Loamy,8.23,32.05
Nagaland,District B,2023,Rice,1187.4,4745.78,273.34,248.3,139.1,6.73,Silty,1.17,35.69
Nagaland,District B,2023,Maize,1820.1,1863.83,178.63,294.67,172.51,8.24,Peaty,2.9,60.54
Nagaland,District B,2023,Sugarcane,1252.6,2843.27,453.54,275.35,72.5,5.97,Loamy,9.8,11.15
Nagaland,District B,2023,Cotton,1192.9,2312.86,398.01,79.51,63.17,6.09,Peaty,6.36,95.41
Nagaland,District B,2024,Wheat,1403.4,5558.38,198.02,190.19,117.8,8.47,Sandy,2.27,61.17
Nagaland,District B,2024,Rice,835.5,4376.2,489.0,286.63,61.6,6.01,Clay,2.11,46.73
Nagaland,District B,2024,Maize,1922.8,3383.55,445.35,114.11,122.77,8.03,Loamy,7.93,54.84
Nagaland,District B,2024,Sugarcane,1547.9,3222.36,104.44,132.75,129.46,6.18,Clay,9.72,66.86
Nagaland,District B,2024,Cotton,1139.0,5946.25,161.29,169.01,136.47,5.67,Silty,7.39,21.06
Nagaland,District C,2015,Wheat,1608.3,3966.4,138.41,189.32,32.02,5.54,Sandy,6.59,41.01
Nagaland,District C,2015,Rice,718.1,4603.19,151.83,97.67,167.19,7.48,Clay,1.96,55.78
Nagaland,District C,2015,Maize,1713.1,2076.97,139.81,254.24,163.41,6.85,Loamy,5.65,39.48
Nagaland,District C,2015,Sugarcane,1277.8,3479.53,327.41,231.78,159.47,7.45,Sandy,4.23,23.32
Nagaland,District C,2015,Cotton,973.9,4107.93,245.91,190.17,98.93,6.36,Peaty,1.01,82.68
Nagaland,District C,2016,Wheat,1995.2,4771.96,106.11,106.67,194.93,7.93,Sandy,3.13,1.44
Nagaland,District C,2016,Rice,531.3,4253.91,108.73,298.41,53.01,7.63,Sandy,5.61,88.75
Nagaland,District C,2016,Maize,1983.6,1591.22,257.3,254.4,78.79,7.45,Loamy,6.82,11.12
Nagaland,District C,2016,Sugarcane,1764.4,5849.96,385.0,154.77,190.71,8.41,Loamy,8.54,78.43
Nagaland,District C,2016,Cotton,911.1,3307.28,265.3,172.82,50.13,6.86,Sandy,5.79,81.99
Nagaland,District C,2017,Wheat,1276.0,2538.53,365.25,249.33,77.49,7.44,Loamy,9.75,74.39
Nagaland,District C,2017,Rice,601.1,2253.9,428.58,133.7,147.07,7.6,Sandy,6.05,41.56
Nagaland,District C,2017,Maize,608.0,3402.62,416.25,251.22,180.63,5.65,Clay,3.86,70.25
Nagaland,District C,2017,Sugarcane,1607.4,4459.34,498.68,267.17,95.07,6.48,Peaty,8.36,47.53
Nagaland,District C,2017,Cotton,1606.5,1586.22,470.34,243.46,90.95,6.65,Loamy,8.35,76.86
Nagaland,District C,2018,Wheat,1445.4,1956.55,204.94,164.73,67.87,6.8,Loamy,7.56,32.85
Nagaland,District C,2018,Rice,1546.7,5180.44,198.14,242.72,164.79,6.25,Clay,1.25,26.76
Nagaland,District C,2018,Maize,698.7,3899.05,371.86,64.44,32.65,8.11,Loamy,6.75,87.75
Nagaland,District C,2018,Sugarcane,1286.9,3180.86,446.81,127.56,34.3,6.84,Loamy,6.27,59.45
Nagaland,District C,2018,Cotton,1892.8,2789.09,211.53,160.12,84.24,7.71,Silty,7.59,43.92
Nagaland,District C,2019,Wheat,619.6,4301.0,120.75,145.6,90.86,8.5,Clay,8.35,47.68
Nagaland,District C,2019,Rice,1675.9,5685.76,392.92,244.02,32.09,6.11,Loamy,7.24,56.14
Nagaland,District C,2019,Maize,1050.5,1699.75,247.65,174.73,58.06,6.02,Peaty,4.61,33.15
Nagaland,District C,2019,Sugarcane,1962.7,4706.82,251.52,210.5,122.87,7.07,Peaty,5.84,65.48
Nagaland,District C,2019,Cotton,1861.4,5969.69,383.71,281.96,174.51,6.39,Clay,1.98,23.81
Nagaland,District C,2020,Wheat,852.3,5982.69,101.84,209.91,176.54,7.52,Sandy,9.55,38.31
Nagaland,District C,2020,Rice,1402.7,3526.4,370.37,95.91,92.11,5.71,Loamy,4.35,16.48
Nagaland,District C,2020,Maize,813.8,4455.93,304.31,107.78,92.52,6.62,Silty,8.68,38.8
Nagaland,District C,2020,Sugarcane,1870.9,3041.86,367.16,291.66,90.25,7.54,Silty,6.24,93.8
Nagaland,District C,2020,Cotton,926.7,3564.83,362.05,261.17,65.6,6.34,Sandy,6.79,51.8
Nagaland,District C,2021,Wheat,643.9,5971.64,401.06,159.42,131.27,5.76,Sandy,10.0,51.28
Nagaland,District C,2021,Rice,1327.2,3364.41,159.07,125.83,64.46,7.9,Silty,1.05,9.56
Nagaland,District C,2021,Maize,810.9,3066.24,316.42,123.46,69.71,8.11,Sandy,5.46,95.28
Nagaland,District C,2021,Sugarcane,1437.5,4727.42,272.49,54.98,136.3,7.4,Peaty,2.85,46.11
Nagaland,District C,2021,Cotton,1191.7,5148.43,429.83,239.82,85.78,5.72,Clay,2.6,54.9
Nagaland,District C,2022,Wheat,1381.6,4359.7,264.6,62.15,132.81,8.3,Clay,5.9,95.07
Nagaland,District C,2022,Rice,1049.8,5910.45,316.92,110.62,54.5,5.93,Peaty,8.42,58.94
Nagaland,District C,2022,Maize,1675.5,2065.7,355.68,288.36,49.15,7.73,Loamy,9.05,18.13
Nagaland,District C,2022,Sugarcane,1188.1,4146.21,305.62,257.56,61.66,6.63,Sandy,7.04,10.51
Nagaland,District C,2022,Cotton,1836.5,3460.46,467.88,226.75,41.86,7.24,Peaty,3.09,1.44
Nagaland,District C,2023,Wheat,1480.1,3718.99,412.84,223.67,197.83,7.03,Silty,3.58,47.69
Nagaland,District C,2023,Rice,1809.3,1690.98,491.16,298.33,127.61,6.49,Peaty,7.85,72.26
Nagaland,District C,2023,Maize,1259.0,3279.92,257.87,233.45,109.62,6.52,Peaty,8.53,6.15
Nagaland,District C,2023,Sugarcane,1958.2,1934.93,304.7,190.05,44.88,8.25,Peaty,9.47,28.11
Nagaland,District C,2023,Cotton,1890.3,5837.06,158.2,293.62,35.43,6.16,Sandy,9.94,48.86
Nagaland,District C,2024,Wheat,1325.6,4624.91,487.32,245.84,60.35,6.41,Peaty,5.58,12.24
Nagaland,District C,2024,Rice,952.6,2885.07,101.63,138.54,40.91,6.79,Silty,4.27,40.81
Nagaland,District C,2024,Maize,1843.6,2960.03,251.7,245.72,156.61,7.89,Peaty,7.89,92.79
Nagaland,District C,2024,Sugarcane,1925.1,4518.2,264.14,169.59,138.25,7.97,Clay,9.25,32.43
Nagaland,District C,2024,Cotton,1296.3,5826.13,475.28,223.94,78.42,6.16,Peaty,1.6,14.13
Odisha,District A,2015,Wheat,963.5,1696.01,223.72,64.98,62.48,6.3,Loamy,8.21,39.05
Odisha,District A,2015,Rice,1617.4,5768.37,222.51,72.39,61.81,6.17,Loamy,3.97,60.94
Odisha,District A,2015,Maize,1050.7,4528.02,194.77,225.25,82.54,6.87,Clay,5.98,82.44
Odisha,District A,2015,Sugarcane,1043.6,4933.58,438.17,255.23,137.06,7.65,Peaty,7.6,45.17
Odisha,District A,2015,Cotton,738.7,2893.79,182.9,140.36,108.08,8.38,Peaty,5.0,77.23
Odisha,District A,2016,Wheat,1438.1,2886.11,254.48,126.45,127.06,6.5,Sandy,8.28,14.87
Odisha,District A,2016,Rice,1075.0,1810.1,309.84,199.26,152.33,6.52,Silty,2.7,94.65
Odisha,District A,2016,Maize,1014.3,2851.12,374.07,251.38,88.12,7.74,Peaty,7.9,59.89
Odisha,District A,2016,Sugarcane,1252.1,4303.53,155.0,129.76,87.33,6.44,Loamy,6.23,72.93
Odisha,District A,2016,Cotton,855.1,2688.33,190.13,221.99,82.83,6.72,Silty,8.56,82.86
Odisha,District A,2017,Wheat,983.0,2844.22,222.04,252.85,169.7,6.49,Loamy,1.62,39.92
Odisha,District A,2017,Rice,780.2,2330.13,309.04,218.28,33.57,7.23,Sandy,2.92,1.69
Odisha,District A,2017,Maize,1587.1,4398.43,171.23,247.79,73.86,5.9,Silty,8.53,37.24
Odisha,District A,2017,Sugarcane,1183.1,4644.28,127.15,146.41,73.23,5.55,Clay,4.07,72.59
Odisha,District A,2017,Cotton,1525.2,4285.92,347.18,220.75,89.22,8.11,Silty,3.33,68.82
Odisha,District A,2018,Wheat,961.1,3188.21,390.13,170.23,120.16,8.02,Sandy,3.77,20.95
Odisha,District A,2018,Rice,1082.1,4230.64,362.78,194.55,197.85,7.57,Clay,2.06,6.14
Odisha,District A,2018,Maize,966.5,2114.65,310.35,179.75,123.51,7.74,Peaty,5.51,16.12
Odisha,District A,2018,Sugarcane,1948.2,2416.64,176.81,58.04,79.37,5.57,Clay,5.55,5.32
Odisha,District A,2018,Cotton,860.1,5244.48,285.02,158.65,145.78,7.64,Sandy,1.9,81.72
Odisha,District A,2019,Wheat,630.0,2815.33,118.27,245.35,27.07,6.42,Peaty,4.69,28.23
Odisha,District A,2019,Rice,912.8,5090.06,489.59,137.01,27.05,5.61,Clay,5.97,78.36
Odisha,District A,2019,Maize,1546.2,5583.78,454.33,247.08,105.53,6.42,Sandy,5.01,42.78
Odisha,District A,2019,Sugarcane,1438.8,4803.66,413.98,212.4,98.79,8.35,Clay,2.89,87.53
Odisha,District A,2019,Cotton,1231.9,2512.42,116.48,218.93,58.64,8.47,Loamy,3.6,65.77
Odisha,District A,2020,Wheat,912.8,5191.23,223.29,297.06,128.93,8.03,Peaty,9.01,46.53
Odisha,District A,2020,Rice,701.8,1560.15,275.39,59.99,129.72,7.33,Silty,2.87,40.9
Odisha,District A,2020,Maize,793.3,5831.56,161.8,278.33,97.13,6.63,Peaty,6.72,68.55
Odisha,District A,2020,Sugarcane,1201.4,1750.68,467.4,295.08,97.59,7.34,Peaty,3.9,7.73
Odisha,District A,2020,Cotton,1184.1,5182.73,106.81,195.53,178.54,6.15,Sandy,8.21,8.92
Odisha,District A,2021,Wheat,842.7,2416.8,267.93,130.58,149.68,7.6,Clay,5.81,95.4
Odisha,District A,2021,Rice,669.8,2434.72,485.01,289.33,51.89,5.94,Silty,1.23,25.78
Odisha,District A,2021,Maize,743.7,5804.15,382.11,108.31,57.34,8.07,Peaty,9.98,53.2
Odisha,District A,2021,Sugarcane,1062.9,3236.37,177.98,178.06,98.99,6.31,Silty,7.09,81.78
Odisha,District A,2021,Cotton,1270.6,2727.92,184.04,123.82,172.65,6.64,Clay,8.25,3.19
Odisha,District A,2022,Wheat,1390.9,5431.34,264.03,117.33,108.51,7.65,Silty,9.48,50.29
Odisha,District A,2022,Rice,1951.1,1900.15,291.02,65.6,133.44,5.74,Loamy,3.33,74.87
Odisha,District A,2022,Maize,745.9,5309.84,152.76,58.81,91.11,8.44,Silty,2.05,45.47
Odisha,District A,2022,Sugarcane,1143.0,3014.01,100.08,272.76,159.99,7.46,Peaty,7.92,76.2
Odisha,District A,2022,Cotton,1273.7,5677.67,205.51,110.08,130.49,7.36,Clay,4.34,68.56
Odisha,District A,2023,Wheat,980.7,4015.99,211.68,91.53,101.79,6.15,Loamy,3.24,46.46
Odisha,District A,2023,Rice,1948.6,2841.52,189.26,102.71,120.58,8.35,Loamy,2.78,4.82
Odisha,District A,2023,Maize,1672.5,3938.44,301.49,118.05,33.02,6.95,Peaty,9.9,34.97
Odisha,District A,2023,Sugarcane,1948.3,1932.93,392.98,78.58,69.24,7.21,Loamy,7.98,61.53
Odisha,District A,2023,Cotton,1390.4,5605.59,280.86,106.32,49.12,6.7,Peaty,4.85,88.85
Odisha,District A,2024,Wheat,992.0,3863.98,441.69,201.46,150.53,6.19,Sandy,3.99,57.82
Odisha,District A,2024,Rice,647.2,5708.36,234.76,299.38,196.15,7.84,Peaty,9.58,3.9
Odisha,District A,2024,Maize,588.7,1909.32,410.71,97.33,150.63,6.82,Sandy,4.48,46.87
Odisha,District A,2024,Sugarcane,1453.1,5698.26,338.35,264.28,175.3,7.06,Clay,6.76,44.59
Odisha,District A,2024,Cotton,622.2,3200.14,497.63,62.13,145.4,8.02,Loamy,6.13,70.76
Odisha,District B,2015,Wheat,1144.0,1911.13,484.95,158.08,139.77,7.09,Clay,9.57,79.25
Odisha,District B,2015,Rice,723.6,5917.42,394.76,168.08,130.05,5.82,Clay,6.57,72.82
Odisha,District B,2015,Maize,1549.1,4295.11,107.74,138.98,38.01,6.4,Loamy,2.52,85.78
Odisha,District B,2015,Sugarcane,1896.4,4987.46,476.3,125.57,175.0,6.97,Clay,6.03,88.73
Odisha,District B,2015,Cotton,1119.3,3047.67,302.48,65.37,47.76,6.16,Loamy,7.6,19.33
Odisha,District B,2016,Wheat,915.1,5749.18,134.32,186.86,113.96,7.68,Silty,3.1,38.66
Odisha,District B,2016,Rice,1291.8,3876.12,404.69,139.7,149.02,7.23,Loamy,8.95,40.49
Odisha,District B,2016,Maize,903.9,2393.29,301.74,217.31,181.68,7.46,Sandy,6.07,33.01
Odisha,District B,2016,Sugarcane,1144.8,4245.82,463.54,164.39,197.79,7.28,Peaty,2.71,71.61
Odisha,District B,2016,Cotton,575.6,3661.54,159.29,158.3,154.99,6.88,Sandy,5.38,83.48
Odisha,District B,2017,Wheat,1308.4,1520.42,459.88,87.14,101.1,6.93,Loamy,1.48,76.26
Odisha,District B,2017,Rice,950.7,3343.33,325.65,143.35,159.51,8.15,Peaty,7.55,55.12
Odisha,District B,2017,Maize,1216.0,4504.51,420.92,293.17,133.28,8.12,Loamy,2.93,9.42
Odisha,District B,2017,Sugarcane,1298.0,4860.72,264.91,217.53,108.15,6.81,Loamy,8.35,26.39
Odisha,District B,2017,Cotton,1744.3,4655.38,495.93,283.86,115.96,7.75,Sandy,2.37,41.1
Odisha,District B,2018,Wheat,1684.6,5503.3,381.03,64.98,140.67,6.22,Silty,6.29,94.85
Odisha,District B,2018,Rice,1549.8,2743.59,475.62,59.01,196.23,5.68,Peaty,6.73,79.19
Odisha,District B,2018,Maize,930.7,4966.51,276.07,217.54,102.03,8.35,Peaty,6.39,37.8
Odisha,District B,2018,Sugarcane,1873.4,5419.87,270.5,107.93,69.06,6.16,Peaty,7.46,25.05
Odisha,District B,2018,Cotton,1386.4,3903.5,437.79,232.33,169.71,6.13,Silty,1.29,58.97
Odisha,District B,2019,Wheat,1020.6,2382.87,377.76,117.13,184.31,6.39,Sandy,7.42,92.97
Odisha,District B,2019,Rice,1575.8,4103.01,192.01,53.84,145.04,6.19,Sandy,8.07,45.04
Odisha,District B,2019,Maize,893.0,1624.21,225.21,228.35,46.57,6.52,Sandy,7.35,66.33
Odisha,District B,2019,Sugarcane,655.6,2721.68,102.28,84.35,99.06,5.94,Silty,1.96,13.84
Odisha,District B,2019,Cotton,1037.1,3395.56,334.43,243.29,44.44,7.91,Sandy,9.83,65.12
Odisha,District B,2020,Wheat,1574.1,2378.44,407.54,69.82,138.18,5.67,Clay,9.49,26.66
Odisha,District B,2020,Rice,1905.0,5121.87,392.36,246.72,128.98,6.23,Silty,8.8,72.51
Odisha,District B,2020,Maize,819.8,4267.92,279.02,89.66,115.73,6.34,Loamy,7.1,90.15
Odisha,District B,2020,Sugarcane,703.1,5234.97,208.49,168.15,136.38,8.21,Peaty,1.83,36.46
Odisha,District B,2020,Cotton,1689.8,4664.21,110.54,162.47,169.27,7.71,Sandy,4.64,55.53
Odisha,District B,2021,Wheat,544.4,4324.39,258.04,52.43,141.3,7.64,Loamy,7.27,94.06
Odisha,District B,2021,Rice,875.8,4627.15,423.79,225.53,57.86,6.33,Loamy,4.34,87.58
Odisha,District B,2021,Maize,1764.5,2288.25,461.71,160.22,150.27,7.94,Clay,5.86,54.27
Odisha,District B,2021,Sugarcane,1685.0,3190.74,498.18,286.38,22.33,8.19,Loamy,5.52,58.27
Odisha,District B,2021,Cotton,1762.8,5779.67,324.13,95.32,135.16,5.73,Sandy,8.28,35.33
Odisha,District B,2022,Wheat,606.8,4615.02,235.73,112.27,144.05,8.41,Loamy,2.13,9.66
Odisha,District B,2022,Rice,1705.1,5397.57,333.5,141.5,137.47,6.42,Silty,9.61,63.98
Odisha,District B,2022,Maize,1000.2,4890.03,208.49,207.46,24.42,7.39,Peaty,9.31,94.7
Odisha,District B,2022,Sugarcane,1524.8,2451.15,115.89,86.8,193.8,6.89,Loamy,6.95,2.41
Odisha,District B,2022,Cotton,874.8,3463.21,352.25,92.88,157.62,6.59,Peaty,6.61,72.71
Odisha,District B,2023,Wheat,1687.6,3484.52,308.07,296.61,194.25,6.74,Silty,3.41,15.27
Odisha,District B,2023,Rice,1652.6,3462.81,170.82,239.71,184.73,8.3,Silty,5.32,14.19
Odisha,District B,2023,Maize,1689.2,5753.95,455.78,237.95,20.82,6.72,Peaty,9.85,22.32
Odisha,District B,2023,Sugarcane,599.7,2719.15,259.09,160.25,131.39,8.2,Peaty,6.47,18.98
Odisha,District B,2023,Cotton,1074.0,5805.91,215.27,65.72,89.27,6.6,Silty,7.35,30.24
Odisha,District B,2024,Wheat,567.4,4005.11,433.94,152.37,131.11,8.2,Silty,7.6,50.19
Odisha,District B,2024,Rice,1619.0,3725.32,151.18,192.48,108.58,7.05,Sandy,5.16,33.91
Odisha,District B,2024,Maize,550.7,2208.37,146.04,157.8,58.18,6.38,Sandy,5.78,62.72
Odisha,District B,2024,Sugarcane,1459.7,4133.64,171.09,58.4,80.81,6.78,Loamy,8.33,34.41
Odisha,District B,2024,Cotton,1870.4,2194.85,122.77,170.58,54.04,8.31,Clay,4.71,92.67
Odisha,District C,2015,Wheat,1076.6,1918.99,221.16,174.5,53.33,6.9,Loamy,6.1,37.18
Odisha,District C,2015,Rice,1838.7,2154.24,325.37,292.73,82.11,7.73,Clay,6.62,11.3
Odisha,District C,2015,Maize,882.6,2300.42,169.22,204.1,121.45,6.03,Sandy,3.44,80.54
Odisha,District C,2015,Sugarcane,1525.2,3853.09,359.95,269.11,89.56,7.81,Peaty,4.92,50.0
Odisha,District C,2015,Cotton,1546.1,3154.27,445.55,57.32,99.16,7.03,Clay,8.58,84.24
Odisha,District C,2016,Wheat,1206.8,5837.83,371.76,295.71,115.83,6.1,Clay,9.82,37.04
Odisha,District C,2016,Rice,1935.5,5086.6,276.84,185.47,129.34,7.5,Sandy,6.34,28.32
